location,year,population,unemployment_rate,mean_household_income
New Jersey,2018,507078,5,89592
New Jersey,2018,92560,4,89857
New Jersey,2018,150972,4,68178
New Jersey,2018,799767,6,99512
New Jersey,2018,291408,4,102325
New Jersey,2018,676061,4,97596
New Jersey,2018,124714,3,144382
New Jersey,2018,369811,4,115599
New Jersey,2018,829685,4,108458
New Jersey,2018,621354,3,128657
New Jersey,2018,494228,3,150364
New Jersey,2018,601651,3,90114
New Jersey,2018,503310,3,89683
New Jersey,2018,62607,5,83122
New Jersey,2018,331164,3,149988
New Jersey,2018,140799,4,111583
New Jersey,2018,558067,4,113166
New Jersey,2018,105779,4,97105
New Mexico,2018,678701,4,71513
New Mexico,2018,3578,0,48079
New Mexico,2018,64689,3,58018
New Mexico,2018,26746,8,49792
New Mexico,2018,12110,5,47612
New Mexico,2018,49437,4,60449
New Mexico,2018,1781,2,47281
New Mexico,2018,217522,5,57536
New Mexico,2018,57900,3,76170
New Mexico,2018,27346,4,56094
New Mexico,2018,4341,2,40306
New Mexico,2018,655,3,68108
New Mexico,2018,4240,5,48999
New Mexico,2018,69611,4,73825
New Mexico,2018,19556,2,62219
New Mexico,2018,19101,2,133593
New Mexico,2018,23963,6,40988
New Mexico,2018,72290,8,48620
New Mexico,2018,4506,3,43061
New Mexico,2018,66781,4,56412
New Mexico,2018,8253,3,42970
New Mexico,2018,39006,6,0
New Mexico,2018,18743,5,52727
New Mexico,2018,145179,5,74509
New Mexico,2018,125043,5,65337
New Mexico,2018,27591,3,46029
New Mexico,2018,150056,3,85113
New Mexico,2018,10968,5,51396
New Mexico,2018,16735,2,50030
New Mexico,2018,32835,5,53538
New Mexico,2018,15591,3,50556
New Mexico,2018,4118,1,60156
New Mexico,2018,76456,4,57714
New York,2018,307117,3,86827
New York,2018,46430,3,58195
New York,2018,1432132,6,56328
New York,2018,191659,4,67135
New York,2018,76840,4,59656
New York,2018,77145,3,71215
New York,2018,127939,4,59330
New York,2018,84254,3,68938
New York,2018,47536,3,63006
New York,2018,80695,3,68108
New York,2018,59916,3,84495
New York,2018,47823,3,71421
New York,2018,44527,3,61473
New York,2018,293718,4,100352
New York,2018,919719,3,75293
New York,2018,37300,3,72078
New York,2018,50293,4,65355
New York,2018,53591,4,63186
New York,2018,57511,3,71189
New York,2018,47491,2,68228
New York,2018,4434,4,66547
New York,2018,61833,4,63842
New York,2018,111755,4,65268
New York,2018,2582830,4,85910
New York,2018,26447,4,66189
New York,2018,63227,2,69001
New York,2018,70795,3,74989
New York,2018,742474,4,77604
New York,2018,49455,5,62158
New York,2018,1358343,3,146552
New York,2018,1628701,4,152002
New York,2018,210433,3,69983
New York,2018,229577,3,70759
New York,2018,461809,4,79427
New York,2018,109864,3,84783
New York,2018,381951,3,96483
New York,2018,40612,3,64365
New York,2018,117898,5,68539
New York,2018,59749,4,68791
New York,2018,98892,4,127975
New York,2018,2278906,4,85330
New York,2018,159442,3,82570
New York,2018,476179,3,98841
New York,2018,325695,4,119472
New York,2018,108047,4,63127
New York,2018,230163,3,100650
New York,2018,155350,4,80867
New York,2018,31097,3,68583
New York,2018,17912,3,63289
New York,2018,34300,2,69516
New York,2018,95796,4,68301
New York,2018,1481093,3,123111
New York,2018,75498,5,74996
New York,2018,48560,4,76161
New York,2018,102793,3,80256
New York,2018,178599,4,84423
New York,2018,64265,3,77328
New York,2018,61197,3,67967
New York,2018,90064,4,70895
New York,2018,967612,4,148770
New York,2018,40085,4,68774
New York,2018,24841,3,72404
North Carolina,2018,166436,4,64199
North Carolina,2018,37353,4,63086
North Carolina,2018,11161,3,48505
North Carolina,2018,24877,5,50787
North Carolina,2018,27109,3,54238
North Carolina,2018,17505,2,54926
North Carolina,2018,47079,5,61571
North Carolina,2018,19026,6,48897
North Carolina,2018,33190,4,48827
North Carolina,2018,136744,3,70419
North Carolina,2018,259103,3,71864
North Carolina,2018,90382,5,58290
North Carolina,2018,211342,4,83654
North Carolina,2018,82029,4,55920
North Carolina,2018,10710,6,72227
North Carolina,2018,69524,4,72578
North Carolina,2018,22698,4,56304
North Carolina,2018,158652,4,67972
North Carolina,2018,73139,3,93278
North Carolina,2018,28383,3,51202
North Carolina,2018,14029,6,54988
North Carolina,2018,11139,1,56872
North Carolina,2018,97645,5,54469
North Carolina,2018,55655,3,54620
North Carolina,2018,102912,4,67598
North Carolina,2018,332330,5,60149
North Carolina,2018,27072,3,77409
North Carolina,2018,36501,3,77380
North Carolina,2018,166614,4,62095
North Carolina,2018,42733,3,76109
North Carolina,2018,58856,5,50651
North Carolina,2018,316739,4,82588
North Carolina,2018,52005,4,49240
North Carolina,2018,379099,4,73787
North Carolina,2018,67560,3,67031
North Carolina,2018,222846,4,66440
North Carolina,2018,11573,4,64725
North Carolina,2018,8484,3,45558
North Carolina,2018,60115,4,69571
North Carolina,2018,21012,5,50949
North Carolina,2018,533670,4,73833
North Carolina,2018,50574,4,50483
North Carolina,2018,134214,4,63154
North Carolina,2018,61971,3,66018
North Carolina,2018,116748,2,68798
North Carolina,2018,23659,6,47713
North Carolina,2018,54764,5,58489
North Carolina,2018,5230,5,53393
North Carolina,2018,178435,4,82420
North Carolina,2018,43327,3,58048
North Carolina,2018,202675,4,70875
North Carolina,2018,9637,5,49842
North Carolina,2018,61452,5,63657
North Carolina,2018,55976,7,53773
North Carolina,2018,83770,4,73030
North Carolina,2018,45507,3,55686
North Carolina,2018,35285,2,62962
North Carolina,2018,21763,3,61590
North Carolina,2018,22671,6,55387
North Carolina,2018,1093901,4,93951
North Carolina,2018,15000,2,53708
North Carolina,2018,27271,2,58723
North Carolina,2018,98682,3,79036
North Carolina,2018,94016,4,67278
North Carolina,2018,232274,4,75539
North Carolina,2018,19676,3,47627
North Carolina,2018,197683,5,61073
North Carolina,2018,146027,3,107834
North Carolina,2018,12670,4,62842
North Carolina,2018,39639,4,60884
North Carolina,2018,62162,4,71630
North Carolina,2018,13422,3,58960
North Carolina,2018,39507,5,62283
North Carolina,2018,179914,6,63834
North Carolina,2018,20611,3,67301
North Carolina,2018,143351,3,60323
North Carolina,2018,44887,5,49511
North Carolina,2018,131831,4,47980
North Carolina,2018,90690,3,56237
North Carolina,2018,141262,5,64271
North Carolina,2018,66826,4,54078
North Carolina,2018,63626,5,56453
North Carolina,2018,34810,6,46614
North Carolina,2018,62075,4,61826
North Carolina,2018,45467,4,58238
North Carolina,2018,71948,2,58469
North Carolina,2018,14245,4,52160
North Carolina,2018,34215,3,62567
North Carolina,2018,4131,2,44396
North Carolina,2018,235908,4,101809
North Carolina,2018,44582,6,57376
North Carolina,2018,1092305,3,102190
North Carolina,2018,19807,4,52946
North Carolina,2018,11859,4,44474
North Carolina,2018,55945,4,63511
North Carolina,2018,123248,5,60081
North Carolina,2018,68557,3,56273
North Carolina,2018,81455,5,59749
North Carolina,2018,37543,3,55951
North Carolina,2018,17903,4,53656
North Dakota,2018,2294,1,74444
North Dakota,2018,10542,2,73505
North Dakota,2018,6962,3,63561
North Dakota,2018,919,3,112623
North Dakota,2018,6411,2,79085
North Dakota,2018,3076,2,82581
North Dakota,2018,2100,1,89066
North Dakota,2018,95273,1,88854
North Dakota,2018,181516,2,86006
North Dakota,2018,3829,1,97135
North Dakota,2018,4903,2,77867
North Dakota,2018,2283,0,95485
North Dakota,2018,4332,2,114391
North Dakota,2018,2313,1,75396
North Dakota,2018,3295,1,64616
North Dakota,2018,3216,1,75283
North Dakota,2018,1769,1,71569
North Dakota,2018,70770,3,72138
North Dakota,2018,2374,1,78988
North Dakota,2018,2232,1,72586
North Dakota,2018,2514,1,76949
North Dakota,2018,2450,1,75724
North Dakota,2018,4062,0,82435
North Dakota,2018,1903,1,73805
North Dakota,2018,5816,1,86494
North Dakota,2018,2585,0,66737
North Dakota,2018,13632,3,109348
North Dakota,2018,9541,1,79244
North Dakota,2018,8267,1,89005
North Dakota,2018,31095,2,91454
North Dakota,2018,10218,3,99351
North Dakota,2018,2869,0,66366
North Dakota,2018,1952,3,82283
North Dakota,2018,6947,2,81767
North Dakota,2018,4081,1,59546
North Dakota,2018,11481,1,79592
North Dakota,2018,5237,1,79585
North Dakota,2018,2374,1,81070
North Dakota,2018,16239,2,74002
North Dakota,2018,14301,4,57370
North Dakota,2018,3870,1,80177
North Dakota,2018,1349,1,67445
North Dakota,2018,4358,9,59701
North Dakota,2018,763,1,78977
North Dakota,2018,30997,2,94409
North Dakota,2018,1903,1,87137
North Dakota,2018,20917,2,73021
North Dakota,2018,2192,2,76594
North Dakota,2018,8037,2,78503
North Dakota,2018,10667,2,70586
North Dakota,2018,67744,2,83966
North Dakota,2018,3957,2,74361
North Dakota,2018,35350,2,112047
Ohio,2018,27724,4,54039
Ohio,2018,102663,4,63678
Ohio,2018,53745,3,65423
Ohio,2018,97493,4,56659
Ohio,2018,65818,4,55499
Ohio,2018,45804,2,73661
Ohio,2018,67505,3,64360
Ohio,2018,43602,3,64277
Ohio,2018,382378,3,82165
Ohio,2018,27081,3,69389
Ohio,2018,38754,4,66614
Ohio,2018,134585,4,62459
Ohio,2018,205466,3,84721
Ohio,2018,42057,4,67669
Ohio,2018,102665,4,62650
Ohio,2018,36629,4,55832
Ohio,2018,41550,3,57201
Ohio,2018,1243857,5,72314
Ohio,2018,51323,3,64767
Ohio,2018,38165,3,70762
Ohio,2018,204826,2,132269
Ohio,2018,74615,3,73203
Ohio,2018,155782,3,83077
Ohio,2018,28666,4,60637
Ohio,2018,1310300,4,79779
Ohio,2018,42276,3,72847
Ohio,2018,29979,3,56184
Ohio,2018,94031,2,112174
Ohio,2018,167995,3,86238
Ohio,2018,39022,4,56201
Ohio,2018,816684,4,79912
Ohio,2018,75930,3,73054
Ohio,2018,31480,4,59239
Ohio,2018,15174,3,58877
Ohio,2018,27086,3,69797
Ohio,2018,43058,4,57055
Ohio,2018,28385,3,60814
Ohio,2018,43892,1,78695
Ohio,2018,58504,3,64177
Ohio,2018,32384,6,54788
Ohio,2018,65767,4,60973
Ohio,2018,61893,3,65884
Ohio,2018,230514,3,79897
Ohio,2018,59866,3,57900
Ohio,2018,175769,3,79189
Ohio,2018,45358,3,67609
Ohio,2018,309461,4,74676
Ohio,2018,429899,5,66796
Ohio,2018,44413,3,80542
Ohio,2018,229642,5,63081
Ohio,2018,65256,4,58962
Ohio,2018,179146,2,91580
Ohio,2018,23106,4,59124
Ohio,2018,40959,2,72966
Ohio,2018,106222,3,73024
Ohio,2018,13790,3,58689
Ohio,2018,532331,4,67202
Ohio,2018,14604,3,52884
Ohio,2018,35112,2,72387
Ohio,2018,86183,4,58769
Ohio,2018,14354,2,64047
Ohio,2018,40769,3,75676
Ohio,2018,18760,3,63069
Ohio,2018,36033,4,58606
Ohio,2018,58086,2,73860
Ohio,2018,28067,4,58477
Ohio,2018,162927,4,74270
Ohio,2018,40997,3,67935
Ohio,2018,33780,2,77229
Ohio,2018,121099,4,60888
Ohio,2018,76931,4,62771
Ohio,2018,58799,3,63667
Ohio,2018,75502,4,57055
Ohio,2018,55207,3,63846
Ohio,2018,48627,3,74898
Ohio,2018,371574,4,68211
Ohio,2018,541918,4,75811
Ohio,2018,198627,3,60660
Ohio,2018,92176,3,63767
Ohio,2018,57835,2,97740
Ohio,2018,28281,3,65454
Ohio,2018,13139,5,51897
Ohio,2018,232173,2,108426
Ohio,2018,60155,2,65269
Ohio,2018,115967,3,70494
Ohio,2018,36804,3,60390
Ohio,2018,130696,3,78832
Ohio,2018,21935,2,65469
Oklahoma,2018,22082,3,45683
Oklahoma,2018,5754,2,82421
Oklahoma,2018,13838,3,56713
Oklahoma,2018,5319,3,64538
Oklahoma,2018,21709,2,67293
Oklahoma,2018,9485,1,66723
Oklahoma,2018,47192,3,60665
Oklahoma,2018,28977,4,59020
Oklahoma,2018,144447,3,86373
Oklahoma,2018,48177,3,64290
Oklahoma,2018,48675,4,53780
Oklahoma,2018,14668,4,49994
Oklahoma,2018,2153,1,61334
Oklahoma,2018,281669,3,78785
Oklahoma,2018,5520,4,60882
Oklahoma,2018,120422,4,68578
Oklahoma,2018,5776,4,58844
Oklahoma,2018,14306,3,52942
Oklahoma,2018,71604,2,64635
Oklahoma,2018,29036,2,67251
Oklahoma,2018,42733,4,55797
Oklahoma,2018,4894,1,73629
Oklahoma,2018,3952,3,64967
Oklahoma,2018,60913,3,66329
Oklahoma,2018,27811,2,58674
Oklahoma,2018,55551,2,75021
Oklahoma,2018,4326,2,69667
Oklahoma,2018,5821,4,49411
Oklahoma,2018,2664,3,57353
Oklahoma,2018,3797,1,64657
Oklahoma,2018,12668,5,53643
Oklahoma,2018,13335,4,58474
Oklahoma,2018,24949,3,58868
Oklahoma,2018,6123,4,47750
Oklahoma,2018,10949,4,51905
Oklahoma,2018,44161,4,60837
Oklahoma,2018,15816,3,84818
Oklahoma,2018,8729,3,49673
Oklahoma,2018,10231,4,59018
Oklahoma,2018,49980,3,53854
Oklahoma,2018,34920,3,63442
Oklahoma,2018,47291,3,80690
Oklahoma,2018,10134,2,60758
Oklahoma,2018,39985,2,79843
Oklahoma,2018,32703,3,49229
Oklahoma,2018,19815,3,52259
Oklahoma,2018,7644,2,72207
Oklahoma,2018,16806,2,60318
Oklahoma,2018,41107,3,60681
Oklahoma,2018,13953,2,65491
Oklahoma,2018,68362,3,58281
Oklahoma,2018,11289,2,69063
Oklahoma,2018,10218,4,53354
Oklahoma,2018,12098,4,49146
Oklahoma,2018,792582,3,76925
Oklahoma,2018,38335,5,56566
Oklahoma,2018,47014,4,61533
Oklahoma,2018,31175,4,51619
Oklahoma,2018,16390,2,60959
Oklahoma,2018,82040,3,60834
Oklahoma,2018,43877,4,61038
Oklahoma,2018,38247,3,63474
Oklahoma,2018,72679,4,61259
Oklahoma,2018,11179,4,56948
Oklahoma,2018,3656,4,68594
Oklahoma,2018,91984,3,80806
Oklahoma,2018,24578,4,52415
Oklahoma,2018,41179,4,51075
Oklahoma,2018,43265,4,62827
Oklahoma,2018,20455,2,60584
Oklahoma,2018,7348,3,55563
Oklahoma,2018,648360,4,77047
Oklahoma,2018,80110,4,74822
Oklahoma,2018,51843,3,74036
Oklahoma,2018,11127,3,65890
Oklahoma,2018,8897,3,69036
Oklahoma,2018,20222,3,75856
Oregon,2018,16006,4,58983
Oregon,2018,92101,4,80539
Oregon,2018,416075,3,101612
Oregon,2018,39764,4,67456
Oregon,2018,52377,4,74439
Oregon,2018,64389,4,60411
Oregon,2018,23867,4,59804
Oregon,2018,22813,3,59438
Oregon,2018,191996,3,83262
Oregon,2018,110283,4,60606
Oregon,2018,1894,5,56349
Oregon,2018,7176,4,56653
Oregon,2018,7329,7,59842
Oregon,2018,23428,3,85164
Oregon,2018,219564,4,68838
Oregon,2018,24192,5,61780
Oregon,2018,87393,4,58808
Oregon,2018,67653,5,57453
Oregon,2018,7879,3,50617
Oregon,2018,379611,4,67099
Oregon,2018,49388,3,60104
Oregon,2018,127335,5,66040
Oregon,2018,30725,4,55466
Oregon,2018,346868,4,72055
Oregon,2018,11372,3,65186
Oregon,2018,811880,4,88399
Oregon,2018,85234,5,73255
Oregon,2018,1708,2,72537
Oregon,2018,26787,2,63543
Oregon,2018,77516,5,65208
Oregon,2018,26461,4,67363
Oregon,2018,7081,3,62804
Oregon,2018,26505,3,64819
Oregon,2018,597695,4,98976
Oregon,2018,1366,3,46913
Oregon,2018,107002,3,80268
Pennsylvania,2018,102811,3,77987
Pennsylvania,2018,1218452,3,82749
Pennsylvania,2018,65263,4,62066
Pennsylvania,2018,164742,3,69994
Pennsylvania,2018,48176,3,60628
Pennsylvania,2018,420152,4,79191
Pennsylvania,2018,122492,3,62590
Pennsylvania,2018,60833,3,66337
Pennsylvania,2018,628195,3,114112
Pennsylvania,2018,187888,3,88813
Pennsylvania,2018,131730,4,60373
Pennsylvania,2018,4492,2,53580
Pennsylvania,2018,64227,4,65094
Pennsylvania,2018,162805,2,77412
Pennsylvania,2018,522046,3,129019
Pennsylvania,2018,38779,4,58338
Pennsylvania,2018,79388,4,59011
Pennsylvania,2018,38684,3,60724
Pennsylvania,2018,65456,3,63864
Pennsylvania,2018,85063,3,63013
Pennsylvania,2018,251423,3,87449
Pennsylvania,2018,277097,3,77993
Pennsylvania,2018,564751,4,101223
Pennsylvania,2018,30169,2,64048
Pennsylvania,2018,272061,4,67152
Pennsylvania,2018,130441,4,61022
Pennsylvania,2018,7279,1,46986
Pennsylvania,2018,154835,3,74741
Pennsylvania,2018,14523,3,61775
Pennsylvania,2018,36506,2,69275
Pennsylvania,2018,45168,3,60455
Pennsylvania,2018,84501,4,62901
Pennsylvania,2018,43641,3,59036
Pennsylvania,2018,24704,2,64232
Pennsylvania,2018,210793,3,67978
Pennsylvania,2018,543557,3,81397
Pennsylvania,2018,86184,4,65368
Pennsylvania,2018,141314,3,72769
Pennsylvania,2018,368100,4,82847
Pennsylvania,2018,317646,4,67158
Pennsylvania,2018,113664,3,65489
Pennsylvania,2018,40968,4,61911
Pennsylvania,2018,110683,3,64243
Pennsylvania,2018,46222,2,59587
Pennsylvania,2018,169507,5,78231
Pennsylvania,2018,828604,3,120859
Pennsylvania,2018,18240,1,80783
Pennsylvania,2018,304807,3,87768
Pennsylvania,2018,91083,3,60619
Pennsylvania,2018,46139,2,74190
Pennsylvania,2018,1584138,6,65090
Pennsylvania,2018,55933,4,82340
Pennsylvania,2018,16622,3,56226
Pennsylvania,2018,142067,4,62374
Pennsylvania,2018,40540,2,69966
Pennsylvania,2018,73952,3,62032
Pennsylvania,2018,6071,4,62082
Pennsylvania,2018,40589,3,69911
Pennsylvania,2018,40763,3,63777
Pennsylvania,2018,44785,2,75371
Pennsylvania,2018,51266,4,60941
Pennsylvania,2018,39498,3,63033
Pennsylvania,2018,207346,3,82622
Pennsylvania,2018,51276,3,68249
Pennsylvania,2018,350611,3,76500
Pennsylvania,2018,27046,4,71356
Pennsylvania,2018,448273,3,79925
Rhode Island,2018,48649,2,108279
Rhode Island,2018,163861,4,89498
Rhode Island,2018,82542,3,103474
Rhode Island,2018,636084,4,76155
Rhode Island,2018,126179,4,103489
South Carolina,2018,24541,4,51486
South Carolina,2018,169401,5,66713
South Carolina,2018,8903,7,38401
South Carolina,2018,200482,4,64057
South Carolina,2018,14275,3,47509
South Carolina,2018,21112,4,48742
South Carolina,2018,188715,3,88376
South Carolina,2018,221091,3,75504
South Carolina,2018,14520,4,60797
South Carolina,2018,405905,3,90593
South Carolina,2018,57078,3,52714
South Carolina,2018,32251,4,51811
South Carolina,2018,45754,5,51767
South Carolina,2018,33700,6,52668
South Carolina,2018,37660,5,51053
South Carolina,2018,66802,7,52907
South Carolina,2018,30599,5,43942
South Carolina,2018,160647,4,76701
South Carolina,2018,27052,3,69741
South Carolina,2018,22402,4,54010
South Carolina,2018,138159,5,64233
South Carolina,2018,62249,5,71010
South Carolina,2018,514213,3,78229
South Carolina,2018,70741,5,58679
South Carolina,2018,19351,5,43009
South Carolina,2018,344147,4,63661
South Carolina,2018,28971,6,58336
South Carolina,2018,65592,4,60728
South Carolina,2018,95380,4,76139
South Carolina,2018,66994,5,55273
South Carolina,2018,17142,4,45875
South Carolina,2018,295032,4,76343
South Carolina,2018,9410,5,57950
South Carolina,2018,31039,5,50693
South Carolina,2018,26398,6,45307
South Carolina,2018,38520,4,57692
South Carolina,2018,78374,3,66461
South Carolina,2018,86934,5,49429
South Carolina,2018,124937,3,62857
South Carolina,2018,414576,4,73371
South Carolina,2018,20544,3,58014
South Carolina,2018,313888,4,66705
South Carolina,2018,106512,6,56757
South Carolina,2018,27410,4,52916
South Carolina,2018,30606,4,46239
South Carolina,2018,274118,4,83339
South Dakota,2018,2801,1,74162
South Dakota,2018,18883,1,62290
South Dakota,2018,3468,7,55926
South Dakota,2018,6980,1,63872
South Dakota,2018,35232,3,71335
South Dakota,2018,39316,2,75524
South Dakota,2018,5229,1,74483
South Dakota,2018,2036,11,39854
South Dakota,2018,10222,2,63626
South Dakota,2018,1377,1,90701
South Dakota,2018,9338,4,60837
South Dakota,2018,3739,2,72269
South Dakota,2018,14041,4,69188
South Dakota,2018,28015,2,69473
South Dakota,2018,4165,17,53541
South Dakota,2018,8726,2,66094
South Dakota,2018,19790,2,66661
South Dakota,2018,5505,1,64389
South Dakota,2018,4337,1,68565
South Dakota,2018,5904,15,55560
South Dakota,2018,2935,1,71895
South Dakota,2018,3875,2,79393
South Dakota,2018,6758,1,59325
South Dakota,2018,2330,0,69215
South Dakota,2018,7147,1,73392
South Dakota,2018,4212,1,62787
South Dakota,2018,1918,2,55996
South Dakota,2018,6111,1,75699
South Dakota,2018,3262,1,72430
South Dakota,2018,3376,1,74169
South Dakota,2018,1249,2,75776
South Dakota,2018,17650,1,78049
South Dakota,2018,7380,3,70199
South Dakota,2018,1282,1,70770
South Dakota,2018,3307,4,42921
South Dakota,2018,2043,0,86291
South Dakota,2018,928,3,52820
South Dakota,2018,4919,1,69980
South Dakota,2018,13057,3,79805
South Dakota,2018,25741,2,71391
South Dakota,2018,58807,2,109824
South Dakota,2018,3821,4,60510
South Dakota,2018,5546,3,71858
South Dakota,2018,2407,5,61829
South Dakota,2018,5112,1,74594
South Dakota,2018,28294,1,70606
South Dakota,2018,2042,4,41601
South Dakota,2018,2213,2,64339
South Dakota,2018,192876,2,74453
South Dakota,2018,6579,3,73255
South Dakota,2018,111729,3,73759
South Dakota,2018,2922,2,73612
South Dakota,2018,2207,1,71638
South Dakota,2018,10447,4,68604
South Dakota,2018,2429,2,75435
South Dakota,2018,14309,6,0
South Dakota,2018,6495,1,80654
South Dakota,2018,3022,1,86935
South Dakota,2018,1392,0,97635
South Dakota,2018,10283,6,37546
South Dakota,2018,5478,2,59374
South Dakota,2018,8424,2,68802
South Dakota,2018,15619,1,94387
South Dakota,2018,5587,2,70943
South Dakota,2018,22869,2,75993
South Dakota,2018,2742,15,50017
Tennessee,2018,76482,3,67624
Tennessee,2018,49038,3,65688
Tennessee,2018,16184,4,47388
Tennessee,2018,14755,5,61734
Tennessee,2018,131349,3,73646
Tennessee,2018,106727,4,67366
Tennessee,2018,39583,5,54697
Tennessee,2018,14462,3,60817
Tennessee,2018,28020,3,54220
Tennessee,2018,56351,3,50467
Tennessee,2018,40439,3,69665
Tennessee,2018,17276,5,58547
Tennessee,2018,31756,4,48836
Tennessee,2018,7717,2,45705
Tennessee,2018,35774,5,48622
Tennessee,2018,55700,3,64384
Tennessee,2018,14328,3,55463
Tennessee,2018,59673,3,56496
Tennessee,2018,692587,3,81577
Tennessee,2018,11706,5,58466
Tennessee,2018,20138,3,64331
Tennessee,2018,53446,2,67864
Tennessee,2018,37320,5,62859
Tennessee,2018,40507,4,79807
Tennessee,2018,18217,3,45425
Tennessee,2018,41890,3,67080
Tennessee,2018,49045,4,56155
Tennessee,2018,29503,3,59213
Tennessee,2018,23145,4,55065
Tennessee,2018,69087,3,56834
Tennessee,2018,13346,4,49744
Tennessee,2018,64569,4,55363
Tennessee,2018,364286,3,75518
Tennessee,2018,6549,4,46443
Tennessee,2018,25220,6,49944
Tennessee,2018,25776,4,55860
Tennessee,2018,56530,4,55466
Tennessee,2018,17335,4,53838
Tennessee,2018,27847,4,54443
Tennessee,2018,32358,3,53556
Tennessee,2018,25063,3,60591
Tennessee,2018,8263,3,56636
Tennessee,2018,18486,3,56172
Tennessee,2018,11758,4,47723
Tennessee,2018,54012,3,64654
Tennessee,2018,17778,2,48422
Tennessee,2018,465289,3,76945
Tennessee,2018,7411,3,56301
Tennessee,2018,25825,4,49469
Tennessee,2018,43734,5,53405
Tennessee,2018,12086,2,52639
Tennessee,2018,34117,3,61014
